id;ligne;X;Y;nom;ville
1758;6 (Charles de Gaulle - Etoile/Nation);2.39590574456544;48.8484657505532;Nation;PARIS-12EME
1785;6 (Charles de Gaulle - Etoile/Nation);2.40125516453104;48.8452604478542;Picpus;PARIS-12EME
2003;6 (Charles de Gaulle - Etoile/Nation);2.40120562705964;48.8418961424237;Bel-Air;PARIS-12EME
1901;6 (Charles de Gaulle - Etoile/Nation);2.39584590805199;48.8393629125482;Daumesnil (Felix Eboue);PARIS-12EME
1906;6 (Charles de Gaulle - Etoile/Nation);2.38895257216093;48.8389122332307;Dugommier;PARIS-12EME
2005;6 (Charles de Gaulle - Etoile/Nation);2.37958296880394;48.8404280893475;Bercy;PARIS-12EME
1742;6 (Charles de Gaulle - Etoile/Nation);2.37378388489769;48.8373989542089;Quai de la Gare;PARIS-13EME
1959;6 (Charles de Gaulle - Etoile/Nation);2.36716524071823;48.8344079354527;Chevaleret;PARIS-13EME
1761;6 (Charles de Gaulle - Etoile/Nation);2.36204546183122;48.8327104551183;Nationale;PARIS-13EME
1789;6 (Charles de Gaulle - Etoile/Nation);2.35572137338498;48.8314061535553;Place d'Italie;PARIS-13EME
1890;6 (Charles de Gaulle - Etoile/Nation);2.34943832730731;48.8296116848646;Corvisart;PARIS-13EME
1848;6 (Charles de Gaulle - Etoile/Nation);2.34393889430969;48.8313647071449;Glaciere;PARIS-13EME
1688;6 (Charles de Gaulle - Etoile/Nation);2.33622001540028;48.8332522883745;Saint-Jacques;PARIS-14EME
1902;6 (Charles de Gaulle - Etoile/Nation);2.33189346001924;48.8335919035577;Denfert-Rochereau;PARIS-14EME
1660;6 (Charles de Gaulle - Etoile/Nation);2.33058309684112;48.8389637143162;Raspail;PARIS-14EME
1910;6 (Charles de Gaulle - Etoile/Nation);2.3261713916465;48.8403339877984;Edgar-Quinet;PARIS-14EME
1751;6 (Charles de Gaulle - Etoile/Nation);2.32263505064878;48.8430428502558;Montparnasse-Bienvenue;PARIS-14EME
1781;6 (Charles de Gaulle - Etoile/Nation);2.31265644504969;48.8429383503106;Pasteur;PARIS-15EME
1633;6 (Charles de Gaulle - Etoile/Nation);2.31018390371145;48.8451307700065;Sevres-Lecourbe;PARIS-15EME
1940;6 (Charles de Gaulle - Etoile/Nation);2.30180780419231;48.8474563362776;Cambronne;PARIS-15EME
1874;6 (Charles de Gaulle - Etoile/Nation);2.29794929910712;48.8491605024288;La Motte-Picquet-Grenelle;PARIS-15EME
1907;6 (Charles de Gaulle - Etoile/Nation);2.29276958714394;48.8508056365633;Dupleix;PARIS-15EME
2007;6 (Charles de Gaulle - Etoile/Nation);2.28878285580103;48.8543331586284;Bir-Hakeim (Grenelle);PARIS-15EME
1780;6 (Charles de Gaulle - Etoile/Nation);2.28586501138629;48.8576333212361;Passy;PARIS-16EME
1639;6 (Charles de Gaulle - Etoile/Nation);2.2870198439694;48.8629708358403;Trocadero;PARIS-16EME
2012;6 (Charles de Gaulle - Etoile/Nation);2.29047384540453;48.8670270457182;Boissiere;PARIS-16EME
1867;6 (Charles de Gaulle - Etoile/Nation);2.29307915421584;48.8710948130145;Kleber;PARIS-16EME
1953;6 (Charles de Gaulle - Etoile/Nation);2.29576268465124;48.8744076036607;Charles de Gaulle-Etoile;PARIS-08EME
