id;ligne;X;Y;nom;ville
1817;9 (Mairie de Montreuil/Pont de Sevres);2.44165620310216;48.8623601850863;Mairie de Montreuil;MONTREUIL
1896;9 (Mairie de Montreuil/Pont de Sevres);2.43609830308268;48.8579269412394;Croix-de-Chavaux (Jacques Duclos);MONTREUIL
1667;9 (Mairie de Montreuil/Pont de Sevres);2.42355673885079;48.85556400483;Robespierre;MONTREUIL
1727;9 (Mairie de Montreuil/Pont de Sevres);2.41043444867178;48.8534495044418;Porte de Montreuil;PARIS-20EME
55372;9 (Mairie de Montreuil/Pont de Sevres);2.40623072117296;48.8526633633247;Maraichers;PARIS-20EME
1937;9 (Mairie de Montreuil/Pont de Sevres);2.40102482535231;48.8517360615634;Buzenval;PARIS-20EME
1758;9 (Mairie de Montreuil/Pont de Sevres);2.39590574456544;48.8484657505532;Nation;PARIS-12EME
1673;9 (Mairie de Montreuil/Pont de Sevres);2.38914280457034;48.8521417733756;Rue des Boulets;PARIS-11EME
1955;9 (Mairie de Montreuil/Pont de Sevres);2.38527064781972;48.8547662368488;Charonne;PARIS-11EME
1657;9 (Mairie de Montreuil/Pont de Sevres);2.37988391957515;48.8578758428685;Voltaire (Leon Blum);PARIS-11EME
1680;9 (Mairie de Montreuil/Pont de Sevres);2.37409760383489;48.8612121032505;Saint-Ambroise;PARIS-11EME
1769;9 (Mairie de Montreuil/Pont de Sevres);2.36867423637139;48.8645156235565;Oberkampf;PARIS-11EME
1679;9 (Mairie de Montreuil/Pont de Sevres);2.36366959820676;48.8674860390566;Republique;PARIS-11EME
1628;9 (Mairie de Montreuil/Pont de Sevres);2.35409710573389;48.8691997057755;Strasbourg-Saint-Denis;PARIS-02EME
2015;9 (Mairie de Montreuil/Pont de Sevres);2.34867956971335;48.8705587205312;Bonne Nouvelle;PARIS-09EME
1671;9 (Mairie de Montreuil/Pont de Sevres);2.34319701067138;48.8714189081641;Grands Boulevards;PARIS-09EME
1665;9 (Mairie de Montreuil/Pont de Sevres);2.33908809938486;48.8720139167525;Richelieu-Drouot;PARIS-09EME
1957;9 (Mairie de Montreuil/Pont de Sevres);2.33350116136944;48.8728970365659;Chaussee d'Antin (La Fayette);PARIS-09EME
1852;9 (Mairie de Montreuil/Pont de Sevres);2.3285077502868;48.8733427700542;Havre-Caumartin;PARIS-09EME
1681;9 (Mairie de Montreuil/Pont de Sevres);2.32043139650991;48.8746742716311;Saint-Augustin;PARIS-08EME
1747;9 (Mairie de Montreuil/Pont de Sevres);2.31519918493339;48.8737063841262;Miromesnil;PARIS-08EME
1696;9 (Mairie de Montreuil/Pont de Sevres);2.30982009380661;48.8721798206485;Saint-Philippe du Roule;PARIS-08EME
1924;9 (Mairie de Montreuil/Pont de Sevres);2.30830876451203;48.8693052286485;Franklin-Roosevelt;PARIS-08EME
1980;9 (Mairie de Montreuil/Pont de Sevres);2.30088336611718;48.8646460306735;Alma-Marceau;PARIS-16EME
1858;9 (Mairie de Montreuil/Pont de Sevres);2.2937999591139;48.8644728974464;Iena;PARIS-16EME
1639;9 (Mairie de Montreuil/Pont de Sevres);2.2870198439694;48.8629708358403;Trocadero;PARIS-16EME
1672;9 (Mairie de Montreuil/Pont de Sevres);2.27762632988678;48.8641004131629;Rue de la Pompe (Avenue Georges Mandel);PARIS-16EME
1876;9 (Mairie de Montreuil/Pont de Sevres);2.27411706697758;48.8579377398982;La Muette;PARIS-16EME
1659;9 (Mairie de Montreuil/Pont de Sevres);2.26997975035107;48.8553920307943;Ranelagh;PARIS-16EME
1860;9 (Mairie de Montreuil/Pont de Sevres);2.26790681383725;48.8523396005309;Jasmin;PARIS-16EME
1836;9 (Mairie de Montreuil/Pont de Sevres);2.2642974417474;48.8477403459598;Michel-Ange-Auteuil;PARIS-16EME
1837;9 (Mairie de Montreuil/Pont de Sevres);2.26204786419272;48.844867436543;Michel-Ange-Molitor;PARIS-16EME
1916;9 (Mairie de Montreuil/Pont de Sevres);2.25973661579821;48.8424273379119;Exelmans;PARIS-16EME
1729;9 (Mairie de Montreuil/Pont de Sevres);2.25680251499702;48.8378883866228;Porte de Saint-Cloud;PARIS-16EME
1829;9 (Mairie de Montreuil/Pont de Sevres);2.24408138825371;48.8339143013551;Marcel Sembat;BOULOGNE-BILLANCOURT
2006;9 (Mairie de Montreuil/Pont de Sevres);2.23810999708736;48.8319437593265;Billancourt;BOULOGNE-BILLANCOURT
1710;9 (Mairie de Montreuil/Pont de Sevres);2.23025364790437;48.8295929841028;Pont de Såèvres;BOULOGNE-BILLANCOURT
