id;ligne;X;Y;nom;ville
1964;11 (Chatelet/Mairie des Lilas);2.34711940104793;48.8585195224421;Chatelet;PARIS-01ER
1855;11 (Chatelet/Mairie des Lilas);2.35149453979435;48.8567695272423;Hotel de Ville;PARIS-04EME
1745;11 (Chatelet/Mairie des Lilas);2.35350496222254;48.8614000355035;Rambuteau;PARIS-04EME
1988;11 (Chatelet/Mairie des Lilas);2.35637778086357;48.8652929436681;Arts-et-Metiers;PARIS-03EME
1679;11 (Chatelet/Mairie des Lilas);2.36366959820676;48.8674860390566;Republique;PARIS-11EME
1849;11 (Chatelet/Mairie des Lilas);2.3712726500969;48.8696803933807;Goncourt (Hopital Saint-Louis);PARIS-10EME
2004;11 (Chatelet/Mairie des Lilas);2.37680560769084;48.8720416041714;Belleville;PARIS-19EME
55330;11 (Chatelet/Mairie des Lilas);2.38488983901602;48.8738907818268;Pyrenees;PARIS-20EME
1864;11 (Chatelet/Mairie des Lilas);2.38919309981893;48.8751674276782;Jourdain;PARIS-20EME
1792;11 (Chatelet/Mairie des Lilas);2.39347313514395;48.8768191471423;Place des Fetes;PARIS-19EME
55329;11 (Chatelet/Mairie des Lilas);2.3985900637686;48.8753936353787;Telegraphe;PARIS-20EME
1736;11 (Chatelet/Mairie des Lilas);2.40638582344912;48.8770699912197;Porte des Lilas;PARIS-20EME
1819;11 (Chatelet/Mairie des Lilas);2.41623893515656;48.8797989953663;Mairie des Lilas;LES LILAS
