id;ligne;X;Y;nom;ville
1928;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.41568260426712;48.8633345779424;Gallieni (Parc de Bagnolet);BAGNOLET
1721;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.40799995272687;48.8643963044636;Porte de Bagnolet;PARIS-20EME
1929;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.39846223866212;48.8648347782704;Gambetta;PARIS-20EME
1741;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.38672181193918;48.8626131584417;Pere-Lachaise;PARIS-11EME
1693;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.38007329534159;48.8639878082439;Rue Saint-Maur;PARIS-11EME
1779;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.37584679468414;48.8651606067898;Parmentier;PARIS-11EME
1679;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.36366959820676;48.8674860390566;Republique;PARIS-11EME
1634;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.36108072227889;48.8663687823143;Temple;PARIS-03EME
1988;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.35637778086357;48.8652929436681;Arts-et-Metiers;PARIS-03EME
1676;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.35203525525425;48.8663118301881;Reaumur-Sebastopol;PARIS-02EME
1702;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.3466136387446;48.8674133308826;Sentier;PARIS-02EME
1930;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.34123268333609;48.8687976838596;Bourse;PARIS-02EME
1744;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.33574247484458;48.8693729306069;Quatre Septembre;PARIS-02EME
1771;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.33180515640395;48.8707029411588;Opera;PARIS-09EME
1852;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.3285077502868;48.8733427700542;Havre-Caumartin;PARIS-09EME
1689;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.326185658552;48.8755778691635;Saint-Lazare;PARIS-08EME
1915;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.32282484061213;48.8787098768874;Europe;PARIS-08EME
1654;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.31527055095629;48.8810543983372;Villiers;PARIS-17EME
1826;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.30969409432085;48.8828147397743;Malesherbes;PARIS-17EME
1658;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.30465144209881;48.8838739610152;Wagram;PARIS-17EME
1740;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.29751704870328;48.8845503317922;Pereire;PARIS-17EME
1722;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.29274204135011;48.8855507197363;Porte de Champerret;PARIS-17EME
1807;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.28813731087893;48.8888292427619;Louise Michel;LEVALLOIS-PERRET
1982;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.285373878396;48.8924723754181;Anatole-France;LEVALLOIS-PERRET
1708;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.28048941733931;48.8971187551468;Pont de Levallois-Becon;LEVALLOIS-PERRET
