id;ligne;X;Y;nom;ville
1929;3B (Gambetta/Porte des Lilas);2.39846223866212;48.8648347782704;Gambetta;PARIS-20EME
1782;3B (Gambetta/Porte des Lilas);2.40135199013901;48.868519874537;Pelleport;PARIS-20EME
1684;3B (Gambetta/Porte des Lilas);2.40485763553065;48.871951099492;Saint-Fargeau;PARIS-20EME
1736;3B (Gambetta/Porte des Lilas);2.40638582344912;48.8770699912197;Porte des Lilas;PARIS-20EME
